Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,prix_m2
,,,,,,,1,28/03/2022,Vente,240000.0,40.0,,RUE,4680,J RENAUD DANDICOLLE,33000.0,BORDEAUX,33,63,,HN,13,,18,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,28/03/2022,Vente,240000.0,40.0,,RUE,4680,J RENAUD DANDICOLLE,33000.0,BORDEAUX,33,63,,HN,13,,46,,,,,,,,,,1,2.0,Appartement,,38.0,2,,,,6315.789473684211
,,,,,,,1,01/04/2022,Vente,377500.0,26.0,,SEN,6053,MARIE GALANTE,33300.0,BORDEAUX,33,63,,SB,76,,299,,,,,,,,,,1,2.0,Appartement,,94.0,4,,,,4015.9574468085107
,,,,,,,1,01/04/2022,Vente,377500.0,2.0,,RUE,6837,DE OUAGADOUGOU,33300.0,BORDEAUX,33,63,,SB,76,,60,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,22/03/2022,Vente,165000.0,51.0,,RUE,4010,GEORGES MANDEL,33000.0,BORDEAUX,33,63,,LD,122,,63,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,29.0,0,,,,5689.6551724137935
,,,,,,,1,22/03/2022,Vente,32000.0,113.0,,RUE,4410,HERON,33000.0,BORDEAUX,33,63,,HO,57,,13,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,23/03/2022,Vente,568750.0,18.0,,RUE,3065,EDMOND ROSTAND,33200.0,BORDEAUX,33,63,,YO,104,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,221.0,inf
,,,,,,,1,23/03/2022,Vente,568750.0,18.0,,RUE,3065,EDMOND ROSTAND,33200.0,BORDEAUX,33,63,,YO,104,,,,,,,,,,,,0,1.0,Maison,,100.0,4,S,,221.0,5687.5
,,,,,,,1,23/03/2022,Vente,568750.0,18.0,,RUE,3065,EDMOND ROSTAND,33200.0,BORDEAUX,33,63,,YO,104,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,221.0,inf
,,,,,,,1,23/03/2022,Vente,568750.0,18.0,,RUE,3065,EDMOND ROSTAND,33200.0,BORDEAUX,33,63,,YO,104,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,221.0,inf
,,,,,,,1,09/03/2022,Vente,318698.0,84.0,,RUE,8265,SAINT JEAN,33800.0,BORDEAUX,33,63,,CT,227,,3,"58,57",,,,,,,,,1,2.0,Appartement,,58.0,3,,,,5494.793103448276
,,,,,,,1,09/03/2022,Vente,318698.0,84.0,,RUE,8265,SAINT JEAN,33800.0,BORDEAUX,33,63,,CT,227,,3,"58,57",,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,23/03/2022,Vente,184042.4,,,RUE,0750,BECK,33800.0,BORDEAUX,33,63,,BW,274,,25,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,23/03/2022,Vente,184042.4,2.0,,RUE,7788,RAYMOND AUGUSTE MONVOISIN,33800.0,BORDEAUX,33,63,,BW,274,,234,,,,,,,,,,1,2.0,Appartement,,39.0,2,,,,4719.035897435897
,,,,,,,1,31/03/2022,Vente,149000.0,27.0,,RUE,8365,ST VINCENT DE PAUL,33800.0,BORDEAUX,33,63,,DK,145,,69,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,31/03/2022,Vente,149000.0,27.0,,RUE,8365,ST VINCENT DE PAUL,33800.0,BORDEAUX,33,63,,DK,145,,109,,,,,,,,,,1,2.0,Appartement,,50.0,3,,,,2980.0
,,,,,,,1,17/03/2022,Vente,170000.0,127.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,13,,310,,,,,,,,,,1,2.0,Appartement,,41.0,2,,,,4146.341463414634
,,,,,,,1,17/03/2022,Vente,170000.0,127.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,13,,310,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,282000.0,6.0,,RUE,0075,ALBERT,33300.0,BORDEAUX,33,63,,PS,50,,1,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,282000.0,4.0,,RUE,0075,ALBERT,33300.0,BORDEAUX,33,63,,PS,50,,15,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,282000.0,4.0,,RUE,0075,ALBERT,33300.0,BORDEAUX,33,63,,PS,50,,54,,,,,,,,,,1,2.0,Appartement,,80.0,3,,,,3525.0
,,,,,,,1,29/03/2022,Vente,282000.0,4.0,,RUE,0075,ALBERT,33300.0,BORDEAUX,33,63,,PS,50,,32,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,233000.0,33.0,,RUE,8850,DE TAUZIA,33800.0,BORDEAUX,33,63,,DI,30,,115,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,233000.0,33.0,,RUE,8850,DE TAUZIA,33800.0,BORDEAUX,33,63,,DI,30,,29,,,,,,,,,,1,2.0,Appartement,,77.0,3,,,,3025.974025974026
,,,,,,,1,01/04/2022,Vente,480000.0,27.0,,RUE,6160,MAUBEC,33000.0,BORDEAUX,33,63,,DO,56,,1,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,118.0,0,,,,4067.7966101694915
,,,,,,,1,29/03/2022,Vente,402420.0,14.0,,RUE,7400,POMME D OR,33000.0,BORDEAUX,33,63,,PL,228,,4,,5,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,402420.0,14.0,,RUE,7400,POMME D OR,33000.0,BORDEAUX,33,63,,PL,228,,4,,5,,,,,,,,2,2.0,Appartement,,70.0,3,,,,5748.857142857143
,,,,,,,1,01/04/2022,Vente,315000.0,144.0,,RUE,0645,BARREYRE,33300.0,BORDEAUX,33,63,,RC,106,,40,,98,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,01/04/2022,Vente,315000.0,144.0,,RUE,0645,BARREYRE,33300.0,BORDEAUX,33,63,,RC,106,,40,,98,,,,,,,,2,2.0,Appartement,,104.0,5,,,,3028.846153846154
,,,,,,,1,01/04/2022,Vente,315000.0,144.0,,RUE,0645,BARREYRE,33300.0,BORDEAUX,33,63,,RC,106,,65,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,11/03/2022,Vente,288500.0,33.0,,RUE,7000,PAUL BERT,33000.0,BORDEAUX,33,63,,HD,215,,4,,5,,,,,,,,2,2.0,Appartement,,55.0,3,,,,5245.454545454545
,,,,,,,1,11/03/2022,Vente,288500.0,33.0,,RUE,7000,PAUL BERT,33000.0,BORDEAUX,33,63,,HD,215,,4,,5,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,31/03/2022,Vente,228250.0,96.0,,RUE,1145,BOURBON,33300.0,BORDEAUX,33,63,,RX,51,,79,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,31/03/2022,Vente,228250.0,96.0,,RUE,1145,BOURBON,33300.0,BORDEAUX,33,63,,RX,51,,23,,,,,,,,,,1,2.0,Appartement,,47.0,2,,,,4856.382978723404
,,,,,,,1,31/03/2022,Vente,160000.0,27.0,,RUE,2245,CONDILLAC,33000.0,BORDEAUX,33,63,,KO,225,,4,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,31/03/2022,Vente,160000.0,27.0,,RUE,2245,CONDILLAC,33000.0,BORDEAUX,33,63,,KO,225,,14,,,,,,,,,,1,2.0,Appartement,,19.0,1,,,,8421.052631578947
,,,,,,,1,11/03/2022,Vente,430000.0,34.0,,RUE,8450,SAINTE LUCE,33000.0,BORDEAUX,33,63,,LC,298,,,,,,,,,,,,0,1.0,Maison,,100.0,5,S,,108.0,4300.0
,,,,,,,1,23/03/2022,Vente,580000.0,29.0,,RUE,9485,XAINTRAILLES,33000.0,BORDEAUX,33,63,,HS,88,,,,,,,,,,,,0,1.0,Maison,,110.0,4,S,,146.0,5272.727272727273
,,,,,,,1,31/03/2022,Vente,34000.0,64.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KW,256,,145,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,01/04/2022,Vente,156500.0,34.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OT,1,,436,,460,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,01/04/2022,Vente,156500.0,34.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OT,1,,436,,460,,,,,,,,2,2.0,Appartement,,46.0,2,,,,3402.1739130434785
,,,,,,,1,01/04/2022,Vente,299000.0,40.0,,RUE,8850,DE TAUZIA,33800.0,BORDEAUX,33,63,,DL,25,,105,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,01/04/2022,Vente,299000.0,36.0,,RUE,8850,DE TAUZIA,33800.0,BORDEAUX,33,63,,DL,25,,78,"69,18",,,,,,,,,1,2.0,Appartement,,69.0,2,,,,4333.333333333333
,,,,,,,1,28/03/2022,Vente,210000.0,4.0,,RUE,2245,CONDILLAC,33000.0,BORDEAUX,33,63,,KO,221,,9,,,,,,,,,,1,2.0,Appartement,,32.0,2,,,,6562.5
,,,,,,,1,18/03/2022,Vente,289000.0,54.0,,RUE,1435,CAMILLE GODARD,33000.0,BORDEAUX,33,63,,PM,48,,2,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,65.0,0,,,,4446.153846153846
,,,,,,,1,30/03/2022,Vente,239800.0,14.0,,IMP,5255,LAURENDON,33000.0,BORDEAUX,33,63,,HB,101,,,,,,,,,,,,0,1.0,Maison,,30.0,1,S,,54.0,7993.333333333333
,,,,,,,1,01/04/2022,Vente,32000.0,7.0,,RUE,2555,DELORD,33300.0,BORDEAUX,33,63,,RY,88,,6,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,31/03/2022,Vente,481950.0,18.0,,RUE,0625,BARENNES,33000.0,BORDEAUX,33,63,,PA,120,,2,,7,,8,,,,,,3,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,31/03/2022,Vente,481950.0,18.0,,RUE,0625,BARENNES,33000.0,BORDEAUX,33,63,,PA,120,,2,,7,,8,,,,,,3,2.0,Appartement,,100.0,3,,,,4819.5
,,,,,,,1,10/03/2022,Vente,94000.0,1.0,B,RUE,7435,DES PONTETS,33000.0,BORDEAUX,33,63,,DO,293,,16,,,,,,,,,,1,2.0,Appartement,,21.0,1,,,,4476.190476190476
,,,,,,,1,29/03/2022,Vente,320000.0,31.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VX,102,,148,,,,,,,,,,1,2.0,Appartement,,66.0,3,,,,4848.484848484848
,,,,,,,1,29/03/2022,Vente,320000.0,31.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VX,102,,38,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,320000.0,31.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VX,102,,117,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,09/03/2022,Vente,166500.0,112.0,,RUE,6605,MOUNEYRA,33000.0,BORDEAUX,33,63,,EX,211,,31,,36,,,,,,,,2,2.0,Appartement,,40.0,2,,,,4162.5
,,,,,,,1,09/03/2022,Vente,166500.0,112.0,,RUE,6605,MOUNEYRA,33000.0,BORDEAUX,33,63,,EX,211,,31,,36,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,17/03/2022,Vente,43000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,669,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,17/03/2022,Vente,43000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,525,,597,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,17/03/2022,Vente,43000.0,36.0,,RUE,7500,POUJEAU,33200.0,BORDEAUX,33,63,,VT,1,,525,,597,,,,,,,,2,2.0,Appartement,,30.0,1,,,,1433.3333333333333
,,,,,,,1,23/03/2022,Vente,283000.0,135.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,15,,52,,80,,,,,,,,2,2.0,Appartement,,76.0,4,,,,3723.684210526316
,,,,,,,1,23/03/2022,Vente,283000.0,135.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,15,,52,,80,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,23/03/2022,Vente,283000.0,135.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,15,,52,,80,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,28/03/2022,Vente,25000.0,135.0,,CRS,6265,DU MEDOC,33300.0,BORDEAUX,33,63,,RM,15,,90,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,05/04/2022,Vente,1261900.0,16.0,,RUE,7800,RAYMOND LARTIGUE,33000.0,BORDEAUX,33,63,,MB,91,,79,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,05/04/2022,Vente,1261900.0,15.0,,RUE,7800,RAYMOND LARTIGUE,33000.0,BORDEAUX,33,63,,MD,94,,,,,,,,,,,,0,1.0,Maison,,200.0,7,S,,172.0,6309.5
,,,,,,,1,29/03/2022,Vente,138756.0,58.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OT,1,,200,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,29/03/2022,Vente,138756.0,58.0,,RUE,5790,DE MACAU,33000.0,BORDEAUX,33,63,,OT,1,,113,,,,,,,,,,1,2.0,Appartement,,28.0,2,,,,4955.571428571428
,,,,,,,1,29/03/2022,Vente,222000.0,1.0,,RUE,9447,VITAL MAREILLE,33300.0,BORDEAUX,33,63,,RM,131,,105,,,,,,,,,,1,2.0,Appartement,,56.0,3,,,,3964.285714285714
,,,,,,,1,29/03/2022,Vente,222000.0,1.0,,RUE,9447,VITAL MAREILLE,33300.0,BORDEAUX,33,63,,RM,131,,177,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,25/03/2022,Vente,317200.0,62.0,,RUE,6400,DU MIRAIL,33000.0,BORDEAUX,33,63,,DR,370,,6,,,,,,,,,,1,2.0,Appartement,,70.0,3,,,,4531.428571428572
,,,,,,,1,07/04/2022,Vente,604140.0,46.0,,RUE,8450,SAINTE LUCE,33000.0,BORDEAUX,33,63,,LC,293,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,77.0,inf
,,,,,,,1,07/04/2022,Vente,604140.0,46.0,,RUE,8450,SAINTE LUCE,33000.0,BORDEAUX,33,63,,LC,293,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,77.0,inf
,,,,,,,1,07/04/2022,Vente,604140.0,46.0,,RUE,8450,SAINTE LUCE,33000.0,BORDEAUX,33,63,,LC,293,,,,,,,,,,,,0,2.0,Appartement,,70.0,3,S,,77.0,8630.57142857143
,,,,,,,1,07/04/2022,Vente,604140.0,46.0,,RUE,8450,SAINTE LUCE,33000.0,BORDEAUX,33,63,,LC,293,,,,,,,,,,,,0,2.0,Appartement,,70.0,3,S,,77.0,8630.57142857143
,,,,,,,1,24/03/2022,Vente,191600.0,297.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,75,,137,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,24/03/2022,Vente,191600.0,297.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,75,,35,,50,"70,22",,,,,,,2,2.0,Appartement,,75.0,4,,,,2554.6666666666665
,,,,,,,1,24/03/2022,Vente,191600.0,297.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,75,,146,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,24/03/2022,Vente,191600.0,297.0,,AV,6000,MAL DE LATTRE DE TASSIGNY,33200.0,BORDEAUX,33,63,,YD,75,,35,,50,"70,22",,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,14/03/2022,Vente,595000.0,30.0,,RUE,4362,HENRY DEFFES,33000.0,BORDEAUX,33,63,,LT,135,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,208.0,inf
,,,,,,,1,14/03/2022,Vente,595000.0,30.0,,RUE,4362,HENRY DEFFES,33000.0,BORDEAUX,33,63,,LT,135,,,,,,,,,,,,0,1.0,Maison,,85.0,2,S,,208.0,7000.0
,,,,,,,1,24/03/2022,Vente,223000.0,11.0,B,IMP,5847,MAITRE JEAN,33000.0,BORDEAUX,33,63,,IP,146,,59,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,24/03/2022,Vente,223000.0,11.0,B,IMP,5847,MAITRE JEAN,33000.0,BORDEAUX,33,63,,IP,146,,51,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,24/03/2022,Vente,223000.0,11.0,B,IMP,5847,MAITRE JEAN,33000.0,BORDEAUX,33,63,,IP,146,,21,,,,,,,,,,1,2.0,Appartement,,51.0,2,,,,4372.549019607844
,,,,,,,1,28/03/2022,Vente,27000.0,49.0,,RUE,3365,DE LA FAIENCERIE,33300.0,BORDEAUX,33,63,,RX,126,,124,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,25/03/2022,Vente,546700.0,49.0,,RUE,3365,DE LA FAIENCERIE,33300.0,BORDEAUX,33,63,,RX,126,,102,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,25/03/2022,Vente,546700.0,9.0,,RUE,1935,CHARLES DURAND,33300.0,BORDEAUX,33,63,,RX,126,,241,,,,,,,,,,1,2.0,Appartement,,115.0,3,,,,4753.913043478261
,,,,,,,1,28/03/2022,Vente,205760.0,8.0,,RUE,3205,ENTRE DEUX MURS,33000.0,BORDEAUX,33,63,,KM,47,,8,"33,50",,,,,,,,,1,2.0,Appartement,,42.0,1,,,,4899.047619047619
,,,,,,,1,15/03/2022,Vente,290000.0,28.0,,RUE,5150,LAMOUROUS,33000.0,BORDEAUX,33,63,,DX,144,,16,,17,,4,,5.0,,,,4,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,15/03/2022,Vente,290000.0,28.0,,RUE,5150,LAMOUROUS,33000.0,BORDEAUX,33,63,,DX,144,,16,,17,,4,,5.0,,,,4,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,15/03/2022,Vente,290000.0,28.0,,RUE,5150,LAMOUROUS,33000.0,BORDEAUX,33,63,,DX,144,,16,,17,,4,,5.0,,,,4,2.0,Appartement,,54.0,2,,,,5370.37037037037
,,,,,,,1,25/03/2022,Vente,400000.0,321.0,,RUE,3975,GEORGES BONNAC,33000.0,BORDEAUX,33,63,,MH,44,,,,,,,,,,,,0,1.0,Maison,,110.0,4,S,,154.0,3636.3636363636365
,,,,,,,1,30/03/2022,Vente,212735.0,138.0,,AV,3920,GENERAL LECLERC CAUD,33200.0,BORDEAUX,33,63,,NZ,143,,6,,,,,,,,,,1,2.0,Appartement,,29.0,1,,,,7335.689655172414
,,,,,,,1,18/03/2022,Vente,333800.0,215.0,,RUE,6605,MOUNEYRA,33000.0,BORDEAUX,33,63,,HO,31,,10,,3,,7,,,,,,3,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,18/03/2022,Vente,333800.0,215.0,,RUE,6605,MOUNEYRA,33000.0,BORDEAUX,33,63,,HO,31,,10,,3,,7,,,,,,3,2.0,Appartement,,80.0,3,,,,4172.5
,,,,,,,1,31/03/2022,Vente,164000.0,18.0,,RUE,2280,CONSTANTIN,33000.0,BORDEAUX,33,63,,PJ,112,,5,,,,,,,,,,1,2.0,Appartement,,33.0,1,,,,4969.69696969697
,,,,,,,1,01/04/2022,Vente,450000.0,1.0,,RUE,1900,CHAPELLE ST JEAN,33000.0,BORDEAUX,33,63,,HE,264,,6,,,,,,,,,,1,2.0,Appartement,,73.0,3,,,,6164.3835616438355
,,,,,,,1,17/03/2022,Vente,156000.0,14.0,,RUE,2370,DU COUVENT,33000.0,BORDEAUX,33,63,,PK,10,,5,"29,70",,,,,,,,,1,2.0,Appartement,,32.0,2,,,,4875.0
,,,,,,,1,24/03/2022,Vente,369800.0,11.0,,IMP,6730,NOEL,33300.0,BORDEAUX,33,63,,TL,21,,,,,,,,,,,,0,1.0,Maison,,90.0,3,S,,558.0,4108.888888888889
,,,,,,,1,24/03/2022,Vente,369800.0,11.0,,IMP,6730,NOEL,33300.0,BORDEAUX,33,63,,TL,21,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,558.0,inf
,,,,,,,1,30/03/2022,Vente,342000.0,8.0,,RUE,5720,LUCIEN DUFFAU,33300.0,BORDEAUX,33,63,,PR,39,,,,,,,,,,,,0,1.0,Maison,,73.0,3,S,,158.0,4684.931506849315
,,,,,,,1,18/03/2022,Vente,540000.0,3.0,,RUE,8900,THEODORE DUCOS,33000.0,BORDEAUX,33,63,,HA,206,,,,,,,,,,,,0,1.0,Maison,,85.0,4,S,,77.0,6352.941176470588
,,,,,,,1,30/03/2022,Vente,500000.0,18.0,,CRS,1875,DU CHAPEAU ROUGE,33000.0,BORDEAUX,33,63,,KM,84,,4,,5,,6,,9.0,,,,4,4.0,Local industriel. commercial ou assimilé,,130.0,0,,,,3846.153846153846
,,,,,,,1,07/04/2022,Vente,170000.0,40.0,,BD,4070,GODARD,33300.0,BORDEAUX,33,63,,PW,52,,301,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,07/04/2022,Vente,170000.0,40.0,,BD,4070,GODARD,33300.0,BORDEAUX,33,63,,PW,52,,112,"32,49",,,,,,,,,1,2.0,Appartement,,31.0,2,,,,5483.870967741936
,,,,,,,1,24/03/2022,Vente,137000.0,36.0,,RUE,7175,DE PESSAC,33000.0,BORDEAUX,33,63,,DX,94,,2,"48,25",,,,,,,,,1,2.0,Appartement,,49.0,3,,,,2795.918367346939
,,,,,,,1,10/03/2022,Vente,42000.0,143.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KT,179,,667,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,28/03/2022,Vente,241640.0,105.0,,CRS,0200,D ALSACE LORRAINE,33000.0,BORDEAUX,33,63,,KI,242,,19,"52,24",20,,,,,,,,2,2.0,Appartement,,60.0,2,,,,4027.3333333333335
,,,,,,,1,06/04/2022,Vente,316200.0,3.0,,RUE,4255,GUILLAUME LEBLANC,33000.0,BORDEAUX,33,63,,HP,21,,2,"57,17",,,,,,,,,1,2.0,Appartement,,57.0,2,,,,5547.368421052632
,,,,,,,1,18/03/2022,Vente,595000.0,27.0,,RUE,4291,GUYNEMER CAUD,33200.0,BORDEAUX,33,63,,NL,104,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,142.0,inf
,,,,,,,1,18/03/2022,Vente,595000.0,27.0,,RUE,4291,GUYNEMER CAUD,33200.0,BORDEAUX,33,63,,NL,104,,,,,,,,,,,,0,1.0,Maison,,135.0,5,S,,142.0,4407.407407407408
,,,,,,,1,25/03/2022,Vente,188829.0,10.0,,RUE,8525,SARRETTE,33800.0,BORDEAUX,33,63,,BW,71,,2,"82,04",,,,,,,,,1,2.0,Appartement,,84.0,4,,,,2247.964285714286
,,,,,,,1,30/03/2022,Vente,190800.0,254.0,B,RUE,0755,DE BEGLES,33800.0,BORDEAUX,33,63,,CO,117,,,,,,,,,,,,0,1.0,Maison,,44.0,2,S,,71.0,4336.363636363636
,,,,,,,1,25/03/2022,Vente,660000.0,81.0,,RUE,6875,DU PALAIS GALLIEN,33000.0,BORDEAUX,33,63,,KV,171,,2,,,,,,,,,,1,2.0,Appartement,,100.0,3,,,,6600.0
,,,,,,,1,25/03/2022,Vente,5000.0,4.0,,RUE,6510,MONTESQUIEU,33000.0,BORDEAUX,33,63,,KO,180,,63,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,25/03/2022,Vente,5000.0,4.0,,RUE,6510,MONTESQUIEU,33000.0,BORDEAUX,33,63,,KO,180,,63,,,,,,,,,,1,2.0,Appartement,,71.0,3,,,,70.4225352112676
,,,,,,,1,21/03/2022,Vente,232000.0,13.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DU,132,,1,,5,,,,,,,,2,2.0,Appartement,,11.0,1,,,,21090.909090909092
,,,,,,,1,21/03/2022,Vente,232000.0,13.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DU,132,,1,,5,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,21/03/2022,Vente,232000.0,13.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DU,132,,4,"53,78",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,30.0,0,,,,7733.333333333333
,,,,,,,1,21/03/2022,Vente,232000.0,13.0,,CRS,8705,DE LA SOMME,33800.0,BORDEAUX,33,63,,DU,132,,2,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,30/03/2022,Vente,720000.0,145.0,,CRS,0570,BALGUERIE STUTTENBERG,33300.0,BORDEAUX,33,63,,RO,32,,1,"303,00",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,320.0,0,,,,2250.0
,,,,,,,1,24/03/2022,Vente,569700.0,2.0,,RUE,0675,BATAILLEY,33000.0,BORDEAUX,33,63,,LY,253,,,,,,,,,,,,0,2.0,Appartement,,84.0,4,S,,65.0,6782.142857142857
,,,,,,,1,24/03/2022,Vente,569700.0,2.0,,RUE,0675,BATAILLEY,33000.0,BORDEAUX,33,63,,LY,253,,,,,,,,,,,,0,2.0,Appartement,,71.0,4,S,,65.0,8023.943661971831
,,,,,,,1,17/03/2022,Vente,236000.0,39.0,,RUE,7515,POYENNE,33300.0,BORDEAUX,33,63,,RR,7,,15,"47,67",4,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,17/03/2022,Vente,236000.0,39.0,,RUE,7515,POYENNE,33300.0,BORDEAUX,33,63,,RR,7,,15,"47,67",4,,,,,,,,2,2.0,Appartement,,47.0,2,,,,5021.276595744681
