Identifiant de document,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,prix_m2
,,,,,,,1,03/01/2022,Vente,219900.0,8.0,,RUE,1653,CHEVALIER DE LA BARRE,59260.0,LILLE,59,350,298.0,AO,261,,,,,,,,,,,,0,1.0,Maison,,82.0,5,S,,70.0,2681.7073170731705
,,,,,,,1,03/01/2022,Vente,185000.0,22.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,MO,237,,214,"62,83",232,,,,,,,,2,2.0,Appartement,,63.0,3,,,,2936.5079365079364
,,,,,,,1,03/01/2022,Vente,185000.0,22.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,MO,237,,214,"62,83",232,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,03/01/2022,Vente,185000.0,22.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,MO,237,,261,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,03/01/2022,Vente,185000.0,22.0,,RUE,8749,DE TREVISE,59000.0,LILLE,59,350,,MO,237,,262,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,04/01/2022,Vente,120350.0,132.0,,RUE,7554,ROGER SALENGRO,59260.0,LILLE,59,350,298.0,AN,750,,518,"43,64",,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,04/01/2022,Vente,120350.0,132.0,,RUE,7554,ROGER SALENGRO,59260.0,LILLE,59,350,298.0,AN,750,,518,"43,64",,,,,,,,,1,2.0,Appartement,,38.0,2,,,,3167.1052631578946
,,,,,,,1,04/01/2022,Vente,180000.0,42.0,,AV,1569,CHARLES ST VENANT,59800.0,LILLE,59,350,,TM,26,,1258,,1325,,,,,,,,2,2.0,Appartement,,50.0,2,,,,3600.0
,,,,,,,1,04/01/2022,Vente,180000.0,42.0,,AV,1569,CHARLES ST VENANT,59800.0,LILLE,59,350,,TM,26,,1258,,1325,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,274.0,inf
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,10.0,1,S,,274.0,30000.0
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,28.0,1,S,,274.0,10714.285714285714
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,27.0,1,S,,274.0,11111.111111111111
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,11.0,1,S,,274.0,27272.727272727272
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,11.0,1,S,,274.0,27272.727272727272
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,26.0,1,S,,274.0,11538.461538461539
,,,,,,,1,10/01/2022,Vente,300000.0,119.0,,RUE,6789,DE PHILADELPHIE,59800.0,LILLE,59,350,,BV,126,,,,,,,,,,,,0,2.0,Appartement,,22.0,1,S,,274.0,13636.363636363636
,,,,,,,1,07/01/2022,Vente,338600.0,80.0,,RUE,5031,DE JEMMAPES,59800.0,LILLE,59,350,,HI,94,,4,"68,79",,,,,,,,,1,2.0,Appartement,,80.0,3,,,,4232.5
,,,,,,,1,05/01/2022,Vente,305000.0,81.0,,CHE,5922,DES MARGUERITOIS,59000.0,LILLE,59,350,,CZ,242,,,,,,,,,,,,0,1.0,Maison,,165.0,4,S,,121.0,1848.4848484848485
,,,,,,,2,07/01/2022,Vente,180000.0,10.0,,RLE,8064,SAINT SAUVEUR,59260.0,LILLE,59,350,298.0,AM,15,,,,,,,,,,,,0,1.0,Maison,,58.0,3,S,,35.0,3103.448275862069
,,,,,,,1,06/01/2022,Vente,230000.0,33.0,,RUE,5818,MALESHERBES,59800.0,LILLE,59,350,,XD,202,,,,,,,,,,,,0,1.0,Maison,,96.0,5,S,,99.0,2395.8333333333335
,,,,,,,1,07/01/2022,Vente,20000.0,28.0,,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,AZ,338,,588,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,80000.0,12.0,,RUE,5908,DU MARECHAL MORTIER,59800.0,LILLE,59,350,,CD,125,,3,,,,,,,,,,1,2.0,Appartement,,41.0,2,,,,1951.219512195122
,,,,,,,1,06/01/2022,Vente,367000.0,2.0,,RUE,6568,DU PALAIS RIHOUR,59800.0,LILLE,59,350,,LR,287,,65,,,,,,,,,,1,2.0,Appartement,,92.0,4,,,,3989.1304347826085
,,,,,,,1,06/01/2022,Vente,367000.0,2.0,,RUE,6568,DU PALAIS RIHOUR,59800.0,LILLE,59,350,,LR,287,,65,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,115000.0,48.0,,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,CD,72,,,,,,,,,,,,0,1.0,Maison,,60.0,5,S,,32.0,1916.6666666666667
,,,,,,,1,06/01/2022,Vente,170000.0,28.0,,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,AZ,338,,701,,702,,,,,,,,2,2.0,Appartement,,70.0,4,,,,2428.5714285714284
,,,,,,,1,06/01/2022,Vente,170000.0,28.0,,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,AZ,338,,701,,702,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,170000.0,28.0,,RUE,1194,DU BUISSON,59800.0,LILLE,59,350,,AZ,338,,701,,702,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,260000.0,54.0,,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,XC,143,,,,,,,,,,,,0,2.0,Appartement,,18.0,1,S,,120.0,14444.444444444445
,,,,,,,1,06/01/2022,Vente,260000.0,54.0,,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,XC,143,,,,,,,,,,,,0,2.0,Appartement,,15.0,1,S,,120.0,17333.333333333332
,,,,,,,1,06/01/2022,Vente,260000.0,54.0,,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,XC,143,,,,,,,,,,,,0,2.0,Appartement,,22.0,1,S,,120.0,11818.181818181818
,,,,,,,1,06/01/2022,Vente,260000.0,54.0,,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,XC,143,,,,,,,,,,,,0,2.0,Appartement,,18.0,1,S,,120.0,14444.444444444445
,,,,,,,1,06/01/2022,Vente,260000.0,54.0,,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,XC,143,,,,,,,,,,,,0,2.0,Appartement,,18.0,1,S,,120.0,14444.444444444445
,,,,,,,1,06/01/2022,Vente,260000.0,54.0,,RUE,9169,DU VIEUX MOULIN,59800.0,LILLE,59,350,,XC,143,,,,,,,,,,,,0,2.0,Appartement,,22.0,1,S,,120.0,11818.181818181818
,,,,,,,1,06/01/2022,Vente,160000.0,13.0,,RUE,1944,COURMONT,59000.0,LILLE,59,350,,OX,313,,1125,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,160000.0,209.0,,RUE,0376,D ARRAS,59000.0,LILLE,59,350,,OX,313,,5033,,,,,,,,,,1,2.0,Appartement,,47.0,2,,,,3404.255319148936
,,,,,,,1,05/01/2022,Vente,178500.0,151.0,,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,NZ,352,,19,"14,35",,,,,,,,,1,2.0,Appartement,,18.0,1,,,,9916.666666666666
,,,,,,,1,05/01/2022,Vente,178500.0,151.0,,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,NZ,352,,10,"20,94",,,,,,,,,1,2.0,Appartement,,15.0,1,,,,11900.0
,,,,,,,1,05/01/2022,Vente,130000.0,151.0,,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,NZ,352,,8,"27,19",,,,,,,,,1,2.0,Appartement,,17.0,1,,,,7647.058823529412
,,,,,,,1,07/01/2022,Vente,89800.0,9.0,,RUE,2321,DELEZENNE,59000.0,LILLE,59,350,,MW,25,,550,"17,59",,,,,,,,,1,2.0,Appartement,,16.0,1,,,,5612.5
,,,,,,,1,03/01/2022,Vente,153140.0,29.0,B,RUE,4992,JEANNE D ARC,59000.0,LILLE,59,350,,LX,83,,18,,9,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,03/01/2022,Vente,153140.0,29.0,B,RUE,4992,JEANNE D ARC,59000.0,LILLE,59,350,,LX,83,,18,,9,,,,,,,,2,2.0,Appartement,,40.0,2,,,,3828.5
,,,,,,,1,03/01/2022,Vente,461000.0,108.0,,RUE,4722,JACQUEMARS GIELEE,59800.0,LILLE,59,350,,KR,103,,1,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,03/01/2022,Vente,461000.0,108.0,,RUE,4722,JACQUEMARS GIELEE,59800.0,LILLE,59,350,,KR,103,,1,,,,,,,,,,1,2.0,Appartement,,76.0,2,,,,6065.789473684211
,,,,,,,1,03/01/2022,Vente,100000.0,66.0,,RUE,7199,PRINCESSE,59800.0,LILLE,59,350,,HI,33,,4,,,,,,,,,,1,2.0,Appartement,,50.0,3,,,,2000.0
,,,,,,,1,12/01/2022,Vente,280000.0,39.0,,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,OR,148,,117,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,12/01/2022,Vente,280000.0,39.0,,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,OR,148,,117,,,,,,,,,,1,2.0,Appartement,,45.0,2,,,,6222.222222222223
,,,,,,,1,12/01/2022,Vente,258000.0,20.0,,BD,3133,DE L EPINE,59260.0,LILLE,59,350,298.0,AK,319,,,,,,,,,,,,0,1.0,Maison,,91.0,5,S,,176.0,2835.164835164835
,,,,,,,1,12/01/2022,Vente,105000.0,96.0,,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,,ST,127,,2,"20,17",,,,,,,,,1,2.0,Appartement,,20.0,2,,,,5250.0
,,,,,,,1,10/01/2022,Vente,245000.0,65.0,,RUE,3312,DU FBG DES POSTES,59000.0,LILLE,59,350,,DO,7,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,11.0,0,S,,426.0,22272.727272727272
,,,,,,,1,10/01/2022,Vente,245000.0,65.0,,RUE,3312,DU FBG DES POSTES,59000.0,LILLE,59,350,,DO,7,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,102.0,0,S,,426.0,2401.9607843137255
,,,,,,,1,11/01/2022,Vente,15000.0,55.0,B,RUE,5832,MALSENCE,59800.0,LILLE,59,350,,CH,383,,1,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,10/01/2022,Vente,237000.0,31.0,,RUE,9436,DE L EGLISE LOMME,59160.0,LILLE,59,350,355.0,C,2552,,,,,,,,,,,,0,1.0,Maison,,80.0,5,S,,92.0,2962.5
,,,,,,,1,10/01/2022,Vente,237000.0,31.0,,RUE,9436,DE L EGLISE LOMME,59160.0,LILLE,59,350,355.0,C,2552,,,,,,,,,,,,0,3.0,Dépendance,,0.0,0,S,,92.0,inf
,,,,,,,1,07/01/2022,Vente,115000.0,222.0,,RUE,6350,NATIONALE,59800.0,LILLE,59,350,,RT,141,,8,,,,,,,,,,1,2.0,Appartement,,24.0,1,,,,4791.666666666667
,,,,,,,1,04/01/2022,Vente,355300.0,172.0,,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,TL,58,,745,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,04/01/2022,Vente,355300.0,31.0,,AV,7144,DU PRESIDENT KENNEDY,59800.0,LILLE,59,350,,TL,58,,627,,672,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,04/01/2022,Vente,355300.0,31.0,,AV,7144,DU PRESIDENT KENNEDY,59800.0,LILLE,59,350,,TL,58,,627,,672,,,,,,,,2,2.0,Appartement,,105.0,4,,,,3383.809523809524
,,,,,,,1,10/01/2022,Vente,338000.0,9.0,,RUE,5778,DU MAGASIN,59800.0,LILLE,59,350,,HI,205,,2,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,10/01/2022,Vente,338000.0,9.0,,RUE,5778,DU MAGASIN,59800.0,LILLE,59,350,,HI,205,,2,,,,,,,,,,1,2.0,Appartement,,46.0,3,,,,7347.826086956522
,,,,,,,1,07/01/2022,Vente,472500.0,21.0,,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,OR,150,,4,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,07/01/2022,Vente,472500.0,21.0,,RUE,6394,NICOLAS LEBLANC,59000.0,LILLE,59,350,,OR,150,,4,,,,,,,,,,1,2.0,Appartement,,120.0,4,,,,3937.5
,,,,,,,1,07/01/2022,Vente,173000.0,15.0,,RUE,2222,DEGLAND,59000.0,LILLE,59,350,,SW,458,,328,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,07/01/2022,Vente,173000.0,13.0,,RUE,2222,DEGLAND,59000.0,LILLE,59,350,,SW,458,,113,,,,,,,,,,1,2.0,Appartement,,33.0,1,,,,5242.424242424242
,,,,,,,1,04/01/2022,Vente,226900.0,28.0,,RUE,2988,EDOUARD VAILLANT HELLEMMES,59260.0,LILLE,59,350,298.0,AC,385,,,,,,,,,,,,0,1.0,Maison,,64.0,4,S,,127.0,3545.3125
,,,,,,,1,04/01/2022,Vente,802920.0,21.0,,RUE,1804,COLSON,59800.0,LILLE,59,350,,RT,182,,,,,,,,,,,,0,1.0,Maison,,180.0,7,S,,215.0,4460.666666666667
,,,,,,,1,03/01/2022,Vente,165000.0,4.0,,RUE,4289,GUSTAVE TESTELIN,59000.0,LILLE,59,350,,IT,218,,39,"49,16",,,,,,,,,1,2.0,Appartement,,49.0,2,,,,3367.3469387755104
,,,,,,,1,03/01/2022,Vente,165000.0,2.0,T,RUE,4289,GUSTAVE TESTELIN,59000.0,LILLE,59,350,,IT,218,,78,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,05/01/2022,Vente,156000.0,2.0,,ALL,3414,DES FILEUSES,59260.0,LILLE,59,350,298.0,AD,1040,,3024,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,05/01/2022,Vente,156000.0,2.0,,ALL,3414,DES FILEUSES,59260.0,LILLE,59,350,298.0,AD,1040,,3024,,,,,,,,,,1,2.0,Appartement,,49.0,2,,,,3183.673469387755
,,,,,,,1,05/01/2022,Vente,156000.0,2.0,,ALL,3414,DES FILEUSES,59260.0,LILLE,59,350,298.0,AD,1040,,3080,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,45.0,2,S,,137.0,36800.0
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,45.0,2,S,,137.0,36800.0
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,25.0,1,S,,137.0,66240.0
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,25.0,1,S,,137.0,66240.0
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,35.0,1,S,,137.0,47314.28571428572
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,35.0,2,S,,137.0,47314.28571428572
,,,,,,,1,06/01/2022,Vente,1656000.0,3.0,,RUE,0344,DES ARCHIVES,59800.0,LILLE,59,350,,HM,26,,,,,,,,,,,,0,2.0,Appartement,,46.0,2,S,,137.0,36000.0
,,,,,,,1,03/01/2022,Vente,188690.0,65.0,,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,,SV,35,,2,"53,33",,,,,,,,,1,2.0,Appartement,,53.0,2,,,,3560.188679245283
,,,,,,,1,12/01/2022,Vente,140000.0,16.0,,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,,RX,656,,5,,,,,,,,,,1,2.0,Appartement,,38.0,2,,,,3684.2105263157896
,,,,,,,1,12/01/2022,Vente,140000.0,16.0,,RUE,5893,DU MARCHE,59000.0,LILLE,59,350,,RX,656,,201,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,14/01/2022,Vente,390000.0,62.0,,RUE,1717,CLAUDE LORRAIN,59800.0,LILLE,59,350,,BI,229,,,,,,,,,,,,0,1.0,Maison,,78.0,5,S,,216.0,5000.0
,,,,,,,1,11/01/2022,Vente,115000.0,118.0,B,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,LW,72,,8,"21,64",,,,,,,,,1,2.0,Appartement,,23.0,1,,,,5000.0
,,,,,,,1,10/01/2022,Vente,203262.0,15.0,,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,,KM,200,,447,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,10/01/2022,Vente,203262.0,21.0,,RUE,2347,DELPHIN PETIT,59800.0,LILLE,59,350,,KM,201,,617,"42,10",,,,,,,,,1,2.0,Appartement,,43.0,2,,,,4727.023255813953
,,,,,,,1,11/01/2022,Vente,419000.0,30.0,,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,KR,86,,222,"82,89",,,,,,,,,1,2.0,Appartement,,83.0,3,,,,5048.192771084337
,,,,,,,1,11/01/2022,Vente,419000.0,30.0,,BD,5603,DE LA LIBERTE,59800.0,LILLE,59,350,,KR,86,,414,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,05/01/2022,Vente,735000.0,52.0,,BD,6079,DE METZ,59000.0,LILLE,59,350,,IP,142,,1,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,1082.0,0,,,,679.2975970425139
,,,,,,,1,13/01/2022,Vente,116000.0,23.0,,RUE,0252,DE L AMIRAL COURBET,59800.0,LILLE,59,350,,CN,72,,407,,,,,,,,,,1,2.0,Appartement,,30.0,1,,,,3866.6666666666665
,,,,,,,1,10/01/2022,Vente,169000.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,226,"73,90",,,,,,,,,1,2.0,Appartement,,74.0,3,,,,2283.7837837837837
,,,,,,,1,10/01/2022,Vente,169000.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,47,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,112000.0,2.0,,RUE,4992,JEANNE D ARC,59000.0,LILLE,59,350,,LW,111,,1,"28,36",6,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,06/01/2022,Vente,112000.0,2.0,,RUE,4992,JEANNE D ARC,59000.0,LILLE,59,350,,LW,111,,1,"28,36",6,,,,,,,,2,2.0,Appartement,,28.0,1,,,,4000.0
,,,,,,,1,12/01/2022,Vente,260000.0,21.0,,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,BT,20,,,,,,,,,,,,0,2.0,Appartement,,17.0,1,S,,50.0,15294.117647058823
,,,,,,,1,12/01/2022,Vente,260000.0,21.0,,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,BT,20,,,,,,,,,,,,0,2.0,Appartement,,16.0,1,S,,50.0,16250.0
,,,,,,,1,12/01/2022,Vente,260000.0,21.0,,RUE,6655,PAUL BERT,59800.0,LILLE,59,350,,BT,20,,,,,,,,,,,,0,2.0,Appartement,,19.0,1,S,,50.0,13684.21052631579
,,,,,,,1,12/01/2022,Vente,147000.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,213,"63,30",,,,,,,,,1,2.0,Appartement,,63.0,3,,,,2333.3333333333335
,,,,,,,1,12/01/2022,Vente,147000.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,16,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,14/01/2022,Vente,133000.0,3.0,,RUE,7779,SAINT GENOIS,59800.0,LILLE,59,350,,HS,78,,16,"23,52",25,,,,,,,,2,2.0,Appartement,,24.0,1,,,,5541.666666666667
,,,,,,,1,14/01/2022,Vente,133000.0,3.0,,RUE,7779,SAINT GENOIS,59800.0,LILLE,59,350,,HS,78,,16,"23,52",25,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,12/01/2022,Vente,120000.0,66.0,,RUE,0657,BAYARD,59000.0,LILLE,59,350,,MT,103,,244,"43,50",,,,,,,,,1,2.0,Appartement,,44.0,2,,,,2727.2727272727275
,,,,,,,1,14/01/2022,Vente,640270.0,75.0,,RUE,7574,ROLAND,59800.0,LILLE,59,350,,NP,25,,,,,,,,,,,,0,1.0,Maison,,160.0,6,S,,174.0,4001.6875
,,,,,,,1,11/01/2022,Vente,176000.0,23.0,,RUE,6447,DU NOUVEAU SIECLE,59800.0,LILLE,59,350,,LP,235,,3,,5,"32,49",,,,,,,2,2.0,Appartement,,37.0,2,,,,4756.756756756757
,,,,,,,1,11/01/2022,Vente,176000.0,23.0,,RUE,6447,DU NOUVEAU SIECLE,59800.0,LILLE,59,350,,LP,235,,3,,5,"32,49",,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,03/01/2022,Vente,144000.0,71.0,,RUE,0169,ALFRED DE MUSSET,59000.0,LILLE,59,350,,IW,47,,10,,,,,,,,,,1,2.0,Appartement,,48.0,2,,,,3000.0
,,,,,,,1,13/01/2022,Vente,86000.0,11.0,,RUE,0531,DE BAPAUME,59000.0,LILLE,59,350,,OZ,291,,15,,3,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,13/01/2022,Vente,86000.0,11.0,,RUE,0531,DE BAPAUME,59000.0,LILLE,59,350,,OZ,291,,15,,3,,,,,,,,2,2.0,Appartement,,28.0,1,,,,3071.4285714285716
,,,,,,,1,11/01/2022,Vente,27000.0,48.0,,RUE,8364,DE SOLFERINO,59800.0,LILLE,59,350,,NV,7,,12,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,11/01/2022,Vente,27000.0,48.0,,RUE,8364,DE SOLFERINO,59800.0,LILLE,59,350,,NV,7,,12,,,,,,,,,,1,2.0,Appartement,,27.0,2,,,,1000.0
,,,,,,,1,13/01/2022,Vente,107000.0,17.0,,RUE,1804,COLSON,59800.0,LILLE,59,350,,RT,211,,68,"19,19",,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,,19.0,0,,,,5631.578947368421
,,,,,,,1,12/01/2022,Vente,412500.0,42.0,,RUE,8069,SAINT SEBASTIEN,59800.0,LILLE,59,350,,HK,246,,1,"113,99",4,,,,,,,,2,4.0,Local industriel. commercial ou assimilé,,113.0,0,,,,3650.4424778761063
,,,,,,,1,12/01/2022,Vente,229900.0,250.0,,RUE,5773,MADELEINE REBERIOUX,59000.0,LILLE,59,350,,VA,134,,108,"70,49",,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,12/01/2022,Vente,229900.0,250.0,,RUE,5773,MADELEINE REBERIOUX,59000.0,LILLE,59,350,,VA,134,,108,"70,49",,,,,,,,,1,2.0,Appartement,,71.0,4,,,,3238.0281690140846
,,,,,,,1,12/01/2022,Vente,229900.0,579.0,,AV,7139,DU PRESIDENT HOOVER,59800.0,LILLE,59,350,,VA,134,,203,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,13/01/2022,Vente,220000.0,79.0,,RUE,4706,D ISLY,59000.0,LILLE,59,350,,IS,44,,2,,7,,,,,,,,2,2.0,Appartement,,56.0,3,,,,3928.5714285714284
,,,,,,,1,13/01/2022,Vente,220000.0,79.0,,RUE,4706,D ISLY,59000.0,LILLE,59,350,,IS,44,,2,,7,,,,,,,,2,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,13/01/2022,Vente,220000.0,79.0,,RUE,4706,D ISLY,59000.0,LILLE,59,350,,IS,44,,14,,,,,,,,,,1,3.0,Dépendance,,0.0,0,,,,inf
,,,,,,,1,12/01/2022,Vente,259000.0,34.0,,RUE,6895,PIERRE MAUROY,59800.0,LILLE,59,350,,LR,130,,203,,,,,,,,,,1,2.0,Appartement,,57.0,2,,,,4543.859649122807
,,,,,,,1,06/01/2022,Vente,494737.8,131.0,,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,OY,13,,,,,,,,,,,,0,2.0,Appartement,,22.0,1,S,,72.0,22488.081818181818
,,,,,,,1,06/01/2022,Vente,494737.8,131.0,,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,OY,13,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,,180.0,0,S,,72.0,2748.543333333333
,,,,,,,1,06/01/2022,Vente,494737.8,131.0,,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,OY,13,,,,,,,,,,,,0,2.0,Appartement,,24.0,1,S,,72.0,20614.075
,,,,,,,1,06/01/2022,Vente,494737.8,131.0,,RUE,0391,D ARTOIS,59000.0,LILLE,59,350,,OY,13,,,,,,,,,,,,0,2.0,Appartement,,18.0,1,S,,72.0,27485.433333333334
,,,,,,,1,14/01/2022,Vente,262000.0,16.0,,RUE,9490,JEAN JAURES LOMME,59160.0,LILLE,59,350,355.0,C,922,,,,,,,,,,,,0,1.0,Maison,,63.0,5,S,,97.0,4158.730158730159
